56637	1785466737-KTP1	296	0	59	57	4	1	0	6369	18
56638	1785466737-KTP1	297	0	36	45	5	1	0	3455	11
56639	1785466737-KTP1	298	0	46	43	10	5	0	4524	13
56640	1785466737-KTP1	299	0	48	35	8	1	0	5732	7
56644	1785471727-KTP1	289	1	25	22	4	0	0	4608	4
56645	1785471727-KTP1	290	1	20	34	2	1	0	3486	2
56646	1785471727-KTP1	293	1	23	20	5	1	0	3942	10
56647	1785471727-KTP1	294	1	20	26	2	1	0	3461	4
56648	1785471727-KTP1	295	1	13	30	3	1	0	2215	0
56649	1785471727-KTP1	297	1	28	22	5	0	0	4664	3
56650	1785471727-KTP1	300	1	49	20	5	0	0	7220	2
56651	1785471727-KTP1	301	1	34	23	6	1	0	5889	2
56652	1785471727-KTP1	302	1	31	34	2	0	0	4834	4
56653	1785471727-KTP1	303	1	33	17	6	1	0	5092	0
56654	1785471727-KTP1	304	1	17	26	1	1	0	2900	2
56655	1785471727-KTP1	305	1	19	38	2	1	0	3046	5
56659	1785471727-KTP1	289	2	25	28	5	1	0	4772	9
56660	1785471727-KTP1	290	2	29	27	1	1	0	4708	10
56661	1785471727-KTP1	293	2	28	16	4	1	0	4322	8
56662	1785471727-KTP1	294	2	11	28	1	1	0	1767	6
56663	1785471727-KTP1	295	2	10	23	0	1	0	1885	4
56664	1785471727-KTP1	297	2	19	23	6	0	0	2805	5
56665	1785471727-KTP1	300	2	32	22	6	0	0	4373	3
56666	1785471727-KTP1	301	2	32	31	2	0	0	5021	2
56667	1785471727-KTP1	302	2	33	26	4	1	0	5427	9
56668	1785471727-KTP1	303	2	27	14	3	0	0	3980	4
56669	1785471727-KTP1	304	2	24	28	2	1	0	4854	11
56670	1785471727-KTP1	305	2	25	29	3	1	0	3878	8
56674	1785471727-KTP1	289	0	50	50	9	1	0	9380	13
56675	1785471727-KTP1	290	0	49	61	3	2	0	8194	12
56676	1785471727-KTP1	293	0	51	36	9	2	0	8264	18
56677	1785471727-KTP1	294	0	31	54	3	2	0	5228	10
56678	1785471727-KTP1	295	0	23	53	3	2	0	4100	4
56679	1785471727-KTP1	297	0	47	45	11	0	0	7469	8
56680	1785471727-KTP1	300	0	81	42	11	0	0	11593	5
56681	1785471727-KTP1	301	0	66	54	8	1	0	10910	4
56682	1785471727-KTP1	302	0	64	60	6	1	0	10261	13
56683	1785471727-KTP1	303	0	60	31	9	1	0	9072	4
56684	1785471727-KTP1	304	0	41	54	3	2	0	7754	13
56685	1785471727-KTP1	305	0	44	67	5	2	0	6924	13
56689	1785522788-KTP2	292	1	0	2	0	0	0	63	0
56690	1785522788-KTP2	299	1	1	1	0	2	0	320	0
56691	1785522788-KTP2	300	1	1	1	0	1	0	233	0
56692	1785522788-KTP2	301	1	1	1	0	0	0	193	1
56693	1785522788-KTP2	307	1	3	1	2	0	0	661	0
56694	1785522788-KTP2	314	1	0	1	0	0	0	76	1
56695	1785522788-KTP2	320	1	2	0	0	0	0	258	0
56696	1785522788-KTP2	322	1	0	1	0	0	0	0	0
56697	1785522788-KTP2	337	1	0	1	0	1	0	137	0
56698	1785522788-KTP2	338	1	2	0	0	0	0	232	0
56699	1785522788-KTP2	344	1	0	1	0	0	0	0	0
56700	1785522788-KTP2	345	1	1	1	1	0	0	100	0
56704	1785522788-KTP2	292	0	0	2	0	0	0	63	0
56705	1785522788-KTP2	299	0	1	1	0	2	0	320	0
56706	1785522788-KTP2	300	0	1	1	0	1	0	233	0
56707	1785522788-KTP2	301	0	1	1	0	0	0	193	1
56708	1785522788-KTP2	307	0	3	1	2	0	0	661	0
56709	1785522788-KTP2	314	0	0	1	0	0	0	76	1
56710	1785522788-KTP2	320	0	2	0	0	0	0	258	0
56711	1785522788-KTP2	322	0	0	1	0	0	0	0	0
56712	1785522788-KTP2	337	0	0	1	0	1	0	137	0
56713	1785522788-KTP2	338	0	2	0	0	0	0	232	0
56714	1785522788-KTP2	344	0	0	1	0	0	0	0	0
56715	1785522788-KTP2	345	0	1	1	1	0	0	100	0
56719	1785522550-KTP5	295	1	22	22	3	0	0	3044	1
56720	1785522550-KTP5	302	1	22	22	4	0	0	4162	2
56721	1785522550-KTP5	305	1	7	32	1	1	0	1570	1
56722	1785522550-KTP5	306	1	15	21	4	1	0	2944	0
56723	1785522550-KTP5	316	1	20	15	2	1	0	2980	0
56724	1785522550-KTP5	319	1	16	20	0	0	0	2912	5
56725	1785522550-KTP5	321	1	26	20	2	2	0	4561	3
56726	1785522550-KTP5	323	1	26	21	4	0	0	4254	5
56727	1785522550-KTP5	330	1	21	20	9	0	0	3172	4
56728	1785522550-KTP5	334	1	21	12	0	1	0	3307	0
56729	1785522550-KTP5	339	1	21	15	3	0	0	4056	8
56730	1785522550-KTP5	342	1	23	20	3	0	0	3455	3
56734	1785522550-KTP5	295	2	24	18	6	1	0	3660	10
56735	1785522550-KTP5	302	2	20	25	4	1	0	4122	2
56736	1785522550-KTP5	305	2	17	22	5	0	0	2978	3
56737	1785522550-KTP5	306	2	12	20	3	0	0	1805	4
56738	1785522550-KTP5	316	2	25	15	5	1	0	4722	0
56739	1785522550-KTP5	319	2	15	20	5	1	0	3141	1
56740	1785522550-KTP5	321	2	19	21	0	1	0	3162	7
56741	1785522550-KTP5	323	2	26	17	4	1	0	3963	3
56742	1785522550-KTP5	330	2	13	20	2	0	0	1754	3
56743	1785522550-KTP5	334	2	20	12	2	0	0	3269	2
56744	1785522550-KTP5	339	2	17	19	4	0	0	3535	4
56745	1785522550-KTP5	342	2	22	21	4	0	0	3977	5
56749	1785522550-KTP5	295	0	46	40	9	1	0	6704	11
56750	1785522550-KTP5	302	0	42	47	8	1	0	8284	4
56751	1785522550-KTP5	305	0	24	54	6	1	0	4548	4
56752	1785522550-KTP5	306	0	27	41	7	1	0	4749	4
56753	1785522550-KTP5	316	0	45	30	7	2	0	7702	0
56754	1785522550-KTP5	319	0	31	40	5	1	0	6053	6
56755	1785522550-KTP5	321	0	45	41	2	3	0	7723	10
56756	1785522550-KTP5	323	0	52	38	8	1	0	8217	8
56757	1785522550-KTP5	330	0	34	40	11	0	0	4926	7
56758	1785522550-KTP5	334	0	41	24	2	1	0	6576	2
56759	1785522550-KTP5	339	0	38	34	7	0	0	7591	12
56760	1785522550-KTP5	342	0	45	41	7	0	0	7432	8
56764	1785522760-KTP4	289	1	21	23	3	0	0	3838	1
56765	1785522760-KTP4	297	1	16	18	4	0	0	3293	8
56766	1785522760-KTP4	298	1	21	23	5	1	0	3445	0
56767	1785522760-KTP4	308	1	23	15	5	1	0	4749	0
56768	1785522760-KTP4	309	1	17	23	2	0	0	2630	2
56769	1785522760-KTP4	310	1	23	17	3	0	0	3947	2
56770	1785522760-KTP4	313	1	22	18	1	0	0	3920	4
56771	1785522760-KTP4	317	1	14	16	6	2	0	3086	5
56772	1785522760-KTP4	318	1	18	20	7	0	0	2559	2
56773	1785522760-KTP4	324	1	15	19	0	0	0	2269	4
56774	1785522760-KTP4	328	1	19	16	3	0	0	3264	3
56775	1785522760-KTP4	340	1	15	16	4	0	0	2136	2
