dod-27015	L 08/01/2026 - 00:55:49: "[bb] 3SidedQuarter<61><STEAM_0:1:10054114><Allies>" triggered a "dod_control_point" - "railroad"
dod-27015	L 08/01/2026 - 00:55:51: "b.   steveeeeeeeeeveve<51><STEAM_0:1:24850><Axis>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 00:55:54: "clarence claymore<63><STEAM_0:1:64041420><Allies>" triggered a "dod_control_point" - "backalley"
dod-27015	L 08/01/2026 - 00:56:21: "[bb] 3SidedQuarter<61><STEAM_0:1:10054114><Allies>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 00:56:40: "b.   steveeeeeeeeeveve<51><STEAM_0:1:24850><Axis>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 00:57:17: Team "Allies" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 00:57:17: "[bb] reppoĦ<53><STEAM_0:0:104450108><Allies>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 00:57:17: "clarence claymore<63><STEAM_0:1:64041420><Allies>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 00:57:17: "[bb] cK-<49><STEAM_0:0:32793027><Allies>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 00:58:19: "[bb] bR0M ＃wetya<48><STEAM_0:1:961681828><Allies>" triggered a "dod_control_point" - "ruined house"
dod-27015	L 08/01/2026 - 00:58:40: "[bb] pb_<50><STEAM_0:0:77934219><Axis>" triggered a "dod_control_point" - "ruined house"
dod-27015	L 08/01/2026 - 00:58:45: "[bb] cK-<49><STEAM_0:0:32793027><Allies>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 00:59:02: "[bb] pb_<50><STEAM_0:0:77934219><Axis>" triggered a "dod_control_point" - "backalley"
dod-27015	L 08/01/2026 - 00:59:18: "[bb] bR0M ＃wetya<48><STEAM_0:1:961681828><Allies>" triggered a "dod_control_point" - "backalley"
dod-27015	L 08/01/2026 - 00:59:19: "patten<56><STEAM_0:1:93610><Axis>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 00:59:53: "[bb] reppoĦ<53><STEAM_0:0:104450108><Allies>" triggered a "dod_control_point" - "ruined house"
dod-27015	L 08/01/2026 - 00:59:58: "[bb] Polak<54><STEAM_0:1:2312843><Allies>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 01:00:14: "b.   steveeeeeeeeeveve<51><STEAM_0:1:24850><Axis>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 01:00:16: "[bb] cK-<49><STEAM_0:0:32793027><Allies>" triggered a "dod_control_point" - "railroad"
dod-27015	L 08/01/2026 - 01:00:18: "[bb] reppoĦ<53><STEAM_0:0:104450108><Allies>" triggered a "dod_control_point" - "backalley"
dod-27015	L 08/01/2026 - 01:01:11: "煽る[bc]<62><STEAM_0:1:51476452><Axis>" triggered a "dod_control_point" - "backalley"
dod-27015	L 08/01/2026 - 01:01:30: "[bb] bR0M ＃wetya<48><STEAM_0:1:961681828><Allies>" triggered a "dod_control_point" - "backalley"
dod-27015	L 08/01/2026 - 01:03:34: "[bb] reppoĦ<53><STEAM_0:0:104450108><Allies>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 01:03:56: "b.   steveeeeeeeeeveve<51><STEAM_0:1:24850><Axis>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 01:04:25: "[bb] reppoĦ<53><STEAM_0:0:104450108><Allies>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 01:04:33: "[bb] bR0M ＃wetya<48><STEAM_0:1:961681828><Allies>" triggered a "dod_control_point" - "ruined house"
dod-27015	L 08/01/2026 - 01:04:37: Team "Allies" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:04:37: "[bb] 3SidedQuarter<61><STEAM_0:1:10054114><Allies>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:04:37: "[bb] Polak<54><STEAM_0:1:2312843><Allies>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:04:56: "[bb] reppoĦ<53><STEAM_0:0:104450108><Allies>" triggered a "dod_control_point" - "backalley"
dod-27015	L 08/01/2026 - 01:05:08: Team "Axis" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:05:08: "[bb] pb_<50><STEAM_0:0:77934219><Axis>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:05:08: "b.   o[bb]y<55><STEAM_0:1:68033122><Axis>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:05:08: "patten<56><STEAM_0:1:93610><Axis>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:05:09: "b.   steveeeeeeeeeveve<51><STEAM_0:1:24850><Axis>" triggered a "dod_control_point" - "railroad"
dod-27015	L 08/01/2026 - 01:05:30: "[bb] 3SidedQuarter<61><STEAM_0:1:10054114><Allies>" triggered a "dod_control_point" - "railroad"
dod-27015	L 08/01/2026 - 01:05:32: "b.   o[bb]y<55><STEAM_0:1:68033122><Axis>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 01:06:06: "patten<56><STEAM_0:1:93610><Axis>" triggered a "dod_control_point" - "backalley"
dod-27015	L 08/01/2026 - 01:06:25: "b.   o[bb]y<55><STEAM_0:1:68033122><Axis>" triggered a "dod_control_point" - "railroad"
dod-27015	L 08/01/2026 - 01:06:27: "[bb] pb_<50><STEAM_0:0:77934219><Axis>" triggered a "dod_control_point" - "ruined house"
dod-27015	L 08/01/2026 - 01:06:44: "b.   steveeeeeeeeeveve<51><STEAM_0:1:24850><Axis>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 01:06:47: "[bb] reppoĦ<53><STEAM_0:0:104450108><Allies>" triggered a "dod_control_point" - "railroad"
dod-27015	L 08/01/2026 - 01:07:13: "煽る[bc]<62><STEAM_0:1:51476452><Axis>" triggered a "dod_control_point" - "railroad"
dod-27015	L 08/01/2026 - 01:07:25: Team "Axis" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:07:25: "[bb] pb_<50><STEAM_0:0:77934219><Axis>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:07:25: "b.   o[bb]y<55><STEAM_0:1:68033122><Axis>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:07:32: "[bb] Polak<54><STEAM_0:1:2312843><Allies>" triggered a "dod_control_point" - "railroad"
dod-27015	L 08/01/2026 - 01:07:50: Team "Allies" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:07:50: "clarence claymore<63><STEAM_0:1:64041420><Allies>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:07:50: "[bb] Polak<54><STEAM_0:1:2312843><Allies>" triggered a "dod_capture_area" - "Town Square"
dod-27015	L 08/01/2026 - 01:07:58: "[bb] pb_<50><STEAM_0:0:77934219><Axis>" triggered a "dod_control_point" - "ruined house"
dod-27015	L 08/01/2026 - 01:08:13: "[bb] reppoĦ<53><STEAM_0:0:104450108><Allies>" triggered a "dod_control_point" - "backalley"
dod-27015	L 08/01/2026 - 01:08:22: "b.   steveeeeeeeeeveve<51><STEAM_0:1:24850><Axis>" triggered a "dod_control_point" - "railroad"
dod-27015	L 08/01/2026 - 01:08:43: "[bb] 3SidedQuarter<61><STEAM_0:1:10054114><Allies>" triggered a "dod_control_point" - "railroad"
dod-27015	L 08/01/2026 - 01:09:00: "[bb] bR0M ＃wetya<48><STEAM_0:1:961681828><Allies>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 01:09:01: "[bb] reppoĦ<53><STEAM_0:0:104450108><Allies>" triggered a "dod_control_point" - "ruined house"
dod-27015	L 08/01/2026 - 01:09:21: "[bb] cK-<49><STEAM_0:0:32793027><Allies>" triggered a "dod_control_point" - "railroad"
dod-27015	L 08/01/2026 - 01:09:22: "[bb] bR0M ＃wetya<48><STEAM_0:1:961681828><Allies>" triggered a "dod_control_point" - "backalley"
dod-27015	L 08/01/2026 - 01:09:22: "b.   steveeeeeeeeeveve<51><STEAM_0:1:24850><Axis>" triggered a "dod_control_point" - "platform"
dod-27015	L 08/01/2026 - 01:10:42: KTP_MATCH_END (matchid "1785558420-KTP1") (map "dod_railroad2_s9a")
dod-27015	L 08/01/2026 - 13:02:14: "****JTM   mogers<11><STEAM_0:0:4492><Allies>" triggered a "dod_control_point" - "Axis First"
dod-27015	L 08/01/2026 - 13:04:24: "[$] cory 4 hvk<2><STEAM_0:0:99398><Axis>" triggered a "dod_control_point" - "Axis First"
dod-27015	L 08/01/2026 - 13:07:48: "[$] billbsod<23><STEAM_0:0:1794><Axis>" triggered a "dod_control_point" - "arch"
dod-27015	L 08/01/2026 - 13:10:58: "[$] billbsod<23><STEAM_0:0:1794><Axis>" triggered a "dod_control_point" - "plateau"
dod-27015	L 08/01/2026 - 13:13:08: "[$] cory 4 hvk<26><STEAM_0:0:99398><Axis>" triggered a "dod_control_point" - "Allied First"
dod-27015	L 08/01/2026 - 13:14:18: "dicE[: :]stealthlol<31><STEAM_0:1:1547256><Allies>" triggered a "dod_control_point" - "Allied First"
dod-27015	L 08/01/2026 - 13:16:01: Team "Allies" triggered a "dod_capture_area" - "Warehouse"
dod-27015	L 08/01/2026 - 13:16:01: "dicE[: :]player<36><STEAM_0:0:3612473><Allies>" triggered a "dod_capture_area" - "Warehouse"
dod-27015	L 08/01/2026 - 13:19:23: "[$] cory 4 hvk<26><STEAM_0:0:99398><Axis>" triggered a "dod_control_point" - "Allied First"
dod-27015	L 08/01/2026 - 13:22:07: "dicE[: :]stealthlol<31><STEAM_0:1:1547256><Allies>" triggered a "dod_control_point" - "Allied First"
dod-27015	L 08/01/2026 - 13:23:08: Team "Axis" triggered a "dod_capture_area" - "The Bridge"
dod-27015	L 08/01/2026 - 13:23:08: "[$] tokih<25><STEAM_0:1:777438><Axis>" triggered a "dod_capture_area" - "The Bridge"
dod-27015	L 08/01/2026 - 13:23:08: "[$] hypnotik_ 0_x<32><STEAM_0:0:2221518><Axis>" triggered a "dod_capture_area" - "The Bridge"
dod-27015	L 08/01/2026 - 13:24:08: "[$] cory 4 hvk<26><STEAM_0:0:99398><Axis>" triggered a "dod_control_point" - "Allied First"
dod-27015	L 08/01/2026 - 13:24:29: "dicE[: :]stealthlol＃kingCOOP<31><STEAM_0:1:1547256><Allies>" triggered a "dod_control_point" - "Allied First"
dod-27015	L 08/01/2026 - 13:25:51: Team "Axis" triggered a "dod_capture_area" - "Warehouse"
dod-27015	L 08/01/2026 - 13:25:51: "[$] nein_<27><STEAM_0:1:25292511><Axis>" triggered a "dod_capture_area" - "Warehouse"
dod-27015	L 08/01/2026 - 13:27:54: KTP_MATCH_START (matchid "1785605269-KTP1") (map "dod_armory_b6") (half "1st half")
dod-27015	L 08/01/2026 - 13:28:38: Team "Allies" triggered a "dod_capture_area" - "Warehouse"
dod-27015	L 08/01/2026 - 13:28:38: "dicE[: :]Gorilla[bc] <3Cooper<38><STEAM_0:0:8832199><Allies>" triggered a "dod_capture_area" - "Warehouse"
dod-27015	L 08/01/2026 - 13:30:25: Team "Allies" triggered a "dod_capture_area" - "The Bridge"
dod-27015	L 08/01/2026 - 13:30:25: "dicE[: :]warchyld[dd]<33><STEAM_0:0:281787><Allies>" triggered a "dod_capture_area" - "The Bridge"
dod-27015	L 08/01/2026 - 13:30:25: "dicE[: :]element<35><STEAM_0:1:10468563><Allies>" triggered a "dod_capture_area" - "The Bridge"
